customer_id,year_of_birth ,educational_level,marital_status,annual_income,purhcase_date,recency,online_purchases,store_purchases,complaints,calls,intercoms
20202055,1994,Graduation,Married,52736.0,8/1/2013,46,4,9,0,4,11
20202056,1948,Graduation,Married,48539.0,5/4/2013,23,19,4,0,3,11
20202057,1980,Graduation,Single,32316.0,12/17/2014,45,2,0,4,3,7
20202058,1974,PhD,Divorced,28560.0,11/13/2013,17,4,5,3,3,2
20202059,1958,Master,Single,32032.0,5/18/2013,85,24,5,0,5,11
20202060,1987,Master,Divorced,56175.0,4/5/2013,66,7,2,5,3,11
20202061,1955,Graduation,Widowed,50814.0,6/24/2014,6,7,12,0,3,7
20202062,1942,Master,Single,29796.0,6/24/2014,18,7,7,1,3,7
20202063,1959,Graduation,Relationship,61689.0,3/27/2014,94,11,13,1,4,2
20202064,1963,Graduation,Widowed,72615.0,9/3/2014,22,23,0,0,5,11
20202065,1993,Graduation,Single,43023.0,12/11/2012,33,22,0,0,3,11
20202066,1995,Master,Relationship,25885.0,11/13/2014,30,7,5,0,5,11
20202067,1972,Graduation,Divorced,41363.0,7/4/2014,81,10,9,0,3,11
20202068,1963,PhD,Widowed,64817.0,1/26/2013,32,13,12,2,3,11
20202069,1991,Master,Divorced,60228.0,7/27/2014,42,7,0,0,5,11
20202070,1950,Graduation,Divorced,38164.0,5/14/2012,78,23,5,0,3,11
20202071,1988,PhD,Divorced,74818.0,5/22/2013,10,27,0,0,6,7
20202072,1947,Graduation,Relationship,72224.0,2/11/2013,36,9,13,0,3,11
20202073,1975,Graduation,Relationship,41005.0,4/27/2013,34,6,12,0,3,11
20202074,1977,Graduation,Divorced,40851.0,12/10/2014,73,27,5,0,6,11
20202075,1979,Graduation,Relationship,43108.0,6/19/2013,28,16,2,3,3,7
20202076,1959,PhD,Married,44390.0,10/18/2013,11,3,13,0,6,2
20202077,1974,Graduation,Single,66258.0,11/6/2013,78,12,13,0,6,2
20202078,1987,PhD,Single,58380.0,7/27/2014,39,3,7,1,3,11
20202079,1964,Master,Married,65156.0,11/15/2012,47,4,12,0,3,11
20202080,1974,PhD,Married,62103.0,5/21/2013,19,25,5,1,3,2
20202081,1964,PhD,Widowed,77718.0,9/10/2014,15,21,12,1,3,11
20202082,1968,PhD,Single,36109.0,3/5/2014,28,3,10,0,3,11
20202083,1957,Graduation,Divorced,57705.0,1/26/2013,24,17,12,0,3,2
20202084,1985,Graduation,Single,19393.0,4/5/2014,72,5,0,0,3,11
20202085,1957,Master,Relationship,32246.0,9/10/2014,9,23,4,0,3,7
20202086,1941,PhD,Widowed,50877.0,4/28/2014,47,23,7,0,6,11
20202087,1993,Graduation,Married,58273.0,2/5/2013,33,22,2,0,5,11
20202088,1974,Graduation,Relationship,50473.0,10/3/2013,62,21,11,0,4,11
20202089,1955,Graduation,Single,43492.0,5/23/2013,97,1,5,0,3,7
20202090,1980,High School,Relationship,46159.0,3/6/2013,19,22,4,1,5,11
20202091,1975,Graduation,Married,72542.0,12/4/2013,67,10,5,1,3,11
20202092,1972,Graduation,Widowed,46240.0,9/18/2012,74,27,9,0,4,11
20202093,1943,Graduation,Single,78239.0,4/28/2013,40,13,0,0,6,2
20202094,1972,Graduation,Divorced,63910.0,6/9/2013,47,4,6,3,3,2
20202095,1953,Master,Relationship,58863.0,2/17/2013,65,5,8,1,4,2
20202096,1960,Graduation,Married,34096.0,6/13/2014,29,9,1,3,5,7
20202097,1987,Master,Single,66029.0,3/27/2013,50,7,9,0,6,11
20202098,1959,Graduation,Single,44593.0,12/15/2012,98,13,4,1,4,11
20202099,1995,Master,Married,34083.0,12/20/2014,13,23,9,0,3,11
20202100,1947,Graduation,Divorced,59693.0,9/17/2012,1,2,3,0,3,7
20202101,1946,Graduation,Single,31181.0,11/13/2014,34,11,5,0,3,11
20202102,1942,PhD,Married,40566.0,2/16/2014,93,15,5,0,4,7
20202103,1956,High School,Single,51848.0,12/22/2013,48,27,10,0,3,11
20202104,1972,Master,Relationship,85276.0,12/4/2014,77,22,1,0,5,11
20202105,1987,PhD,Single,41696.0,9/5/2013,48,16,1,2,3,11
20202106,1951,High School,Married,45127.0,5/5/2013,49,0,3,4,3,11
20202107,1998,Graduation,Single,62985.0,8/9/2012,64,22,0,0,3,7
20202108,1990,High School,Married,33426.0,2/17/2013,61,9,8,0,4,11
20202109,1961,Graduation,Relationship,58642.0,6/13/2014,29,24,13,0,3,11
20202110,1994,Master,Married,70089.0,3/2/2013,39,22,13,1,3,11
20202111,1961,Master,Single,47394.0,12/13/2013,88,9,12,0,3,11
20202112,1985,Master,Relationship,67392.0,12/22/2013,26,20,6,5,3,11
20202113,1969,PhD,Relationship,56372.0,10/21/2013,17,23,11,0,3,2
20202114,1977,Graduation,Single,41040.0,5/27/2012,71,1,6,0,5,11
20202115,1977,Master,Relationship,49033.0,12/23/2013,13,8,2,1,3,2
20202116,1984,Graduation,Widowed,46304.0,8/19/2014,69,21,10,3,3,11
20202117,1990,High School,Single,50685.0,10/3/2013,26,12,11,0,5,11
20202118,1993,Master,Relationship,54291.0,1/10/2013,49,24,2,0,6,7
20202119,1947,Graduation,Relationship,60823.0,5/2/2012,67,15,0,5,4,11
20202120,1966,Master,Married,59630.0,3/13/2013,7,17,2,0,3,11
20202121,1966,PhD,Single,15524.0,4/19/2014,58,18,2,4,5,11
20202122,1973,Master,Single,50540.0,2/26/2012,49,11,3,0,6,11
20202123,1960,Master,Relationship,29359.0,9/17/2012,53,7,3,2,4,11
20202124,1969,Graduation,Widowed,47864.0,3/21/2013,65,16,2,1,3,11
20202125,1972,PhD,Divorced,50143.0,2/14/2014,62,14,9,0,3,11
20202126,1967,High School,Married,66642.0,10/12/2013,17,9,11,3,4,11
20202127,1986,Graduation,Divorced,51548.0,11/21/2013,43,14,7,0,3,11
20202128,1972,PhD,Divorced,55888.0,9/12/2014,25,14,7,0,3,11
20202129,1944,Graduation,Married,63896.0,7/11/2013,3,22,12,1,5,11
20202130,1999,Graduation,Single,70416.0,6/7/2014,79,6,12,0,4,2
20202131,1987,PhD,Relationship,50155.0,1/4/2014,29,12,0,1,3,2
20202132,1958,PhD,Married,53413.0,5/19/2013,32,16,6,0,4,7
20202133,1943,Graduation,Relationship,52150.0,12/1/2013,26,8,10,0,3,11
20202134,1974,PhD,Married,43861.0,11/28/2012,16,7,1,0,3,11
20202135,1988,Graduation,Single,40463.0,11/24/2013,25,19,0,0,4,11
20202136,1956,Graduation,Single,17922.0,3/3/2014,54,25,2,0,3,11
20202137,1983,Graduation,Married,35850.0,1/13/2013,28,26,3,2,3,7
20202138,1967,Graduation,Widowed,25321.0,4/15/2013,73,20,12,4,6,11
20202139,1969,Graduation,Single,70828.0,2/2/2014,56,17,5,3,3,11
20202140,1968,PhD,Relationship,54826.0,2/11/2013,65,12,9,0,3,11
20202141,1985,Master,Divorced,50111.0,3/4/2012,93,15,13,0,6,11
20202142,1992,Graduation,Relationship,41238.0,8/19/2013,86,8,4,0,4,11
20202143,1945,Master,Married,52447.0,8/17/2013,80,11,13,0,4,11
20202144,1974,Master,Relationship,39280.0,12/3/2014,41,11,3,0,5,11
20202145,1999,Graduation,Relationship,54610.0,7/28/2012,51,5,7,0,3,11
20202146,1980,High School,Married,55686.0,6/18/2013,71,18,10,0,4,11
20202147,1976,High School,Single,39079.0,9/8/2013,78,27,11,4,3,2
20202148,1963,Graduation,Relationship,38793.0,4/22/2013,29,6,13,0,5,11
20202149,1968,Graduation,Widowed,66433.0,12/25/2013,83,24,3,0,3,11
20202150,1988,High School,Single,51207.0,1/24/2013,19,2,12,0,4,11
20202151,1985,Master,Relationship,40285.0,8/26/2013,66,15,9,0,3,7
20202152,1992,Graduation,Widowed,46442.0,7/19/2014,41,17,11,3,3,11
20202153,1970,Master,Relationship,36841.0,7/5/2013,45,15,12,0,4,11
20202154,1974,Master,Widowed,50992.0,3/7/2012,15,22,1,0,4,7
20202155,1999,Master,Relationship,64474.0,4/21/2013,3,6,2,0,4,11
20202156,1972,Master,Married,51585.0,10/8/2014,11,3,5,0,3,2
20202157,1991,Master,Married,87455.0,9/28/2014,53,26,7,0,3,2
20202158,1960,Graduation,Married,58320.0,6/5/2012,46,24,7,3,4,7
20202159,1971,Graduation,Relationship,55449.0,5/17/2014,30,7,10,3,5,2
20202160,1962,PhD,Relationship,38375.0,3/5/2013,57,12,8,2,4,11
20202161,1972,High School,Married,48422.0,9/4/2012,18,12,6,0,6,2
20202162,1942,Graduation,Relationship,40315.0,5/22/2012,51,16,12,3,5,7
20202163,1957,PhD,Relationship,19515.0,5/19/2012,48,16,1,0,3,7
20202164,1964,PhD,Divorced,66614.0,4/27/2014,66,4,7,0,4,7
20202165,1981,Graduation,Married,44328.0,4/21/2012,96,5,6,1,6,2
20202166,1970,Master,Divorced,40594.0,12/2/2012,8,18,7,0,4,11
20202167,1993,Master,Single,55159.0,1/11/2014,22,12,11,0,5,7
20202168,1997,PhD,Married,59687.0,7/22/2013,6,24,2,2,4,11
20202169,1942,PhD,Single,47188.0,9/13/2012,76,27,6,0,3,11
20202170,1979,Graduation,Single,51961.0,3/15/2012,57,25,9,1,3,2
20202171,1985,PhD,Married,63193.0,12/12/2012,36,13,12,0,3,11
20202172,1963,Graduation,Divorced,46597.0,2/22/2013,79,21,8,3,6,2
20202173,1989,Graduation,Single,56535.0,3/21/2013,92,3,2,5,4,7
20202174,1971,PhD,Relationship,27111.0,1/22/2012,57,27,13,4,3,2
20202175,1986,Graduation,Married,33380.0,6/11/2012,49,6,9,0,6,11
20202176,1961,Graduation,Widowed,61083.0,11/7/2014,45,7,5,0,3,11
20202177,1962,PhD,Widowed,32597.0,11/28/2013,82,24,1,0,3,11
20202178,1941,Graduation,Single,55512.0,7/5/2013,66,12,1,0,4,11
20202179,1966,Graduation,Married,49795.0,11/17/2013,77,26,4,0,4,11
20202180,1981,Master,Single,46533.0,11/24/2013,45,5,4,1,3,7
20202181,1941,PhD,Divorced,39573.0,2/20/2013,79,5,12,0,3,11
20202182,1965,Graduation,Divorced,65640.0,8/9/2013,20,23,6,5,3,7
20202183,1956,Master,Married,77948.0,6/14/2013,64,27,11,0,3,7
20202184,1979,Graduation,Divorced,56503.0,4/26/2014,93,20,1,0,3,7
20202185,1972,Master,Married,56837.0,5/12/2012,93,2,10,0,3,7
20202186,1948,PhD,Single,41765.0,8/6/2014,67,27,13,4,3,11
20202187,1982,High School,Divorced,34059.0,3/17/2012,83,2,12,2,3,11
20202188,1993,Master,Married,51404.0,3/19/2014,3,12,6,3,3,2
20202189,1987,Master,Divorced,37394.0,11/19/2013,54,21,4,4,3,11
20202190,1978,Master,Married,25411.0,4/26/2014,78,1,13,0,5,11
20202191,1968,Graduation,Widowed,64052.0,1/16/2012,64,15,5,0,4,11
20202192,1981,Graduation,Single,64783.0,9/12/2013,40,21,7,0,3,7
20202193,1994,Master,Married,39117.0,8/12/2013,59,5,9,1,3,11
20202194,1965,Graduation,Divorced,55659.0,8/20/2014,55,7,12,0,3,11
20202195,1974,Master,Married,67029.0,10/6/2013,62,22,13,0,3,11
20202196,1989,Graduation,Widowed,55075.0,6/23/2013,4,7,11,4,3,11
20202197,1964,PhD,Relationship,34103.0,7/26/2013,60,24,3,5,3,7
20202198,1963,Graduation,Divorced,48507.0,6/4/2013,75,5,12,2,3,7
20202199,1952,Graduation,Relationship,71902.0,9/6/2013,95,13,6,2,5,11
